process,product_name,type,unit,value,product_type,carbon_content,data_source
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",heat_high,PRODUCT,MJ,1.0,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",heat_high,UTILITIES,MJ,-3.355860401355887,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",heat_high,UTILITIES,MJ,-6.378581243887003,intermediate,0.0,ecoinvent 3.10
"propane, from natural gas liquids fractionation",heat_high,UTILITIES,MJ,-1.1818668523452986,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",heat_high,UTILITIES,MJ,-1.408729886158476,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",heat_high,UTILITIES,MJ,-2.604846144722076,intermediate,0.0,ecoinvent 3.10
"carbon monoxide, from carbon monoxide production",heavy_fuel_oil,RAW MATERIALS,kg,-0.66,intermediate,0.86,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",heavy_fuel_oil,PRODUCT,kg,1.0,intermediate,0.86,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.056853462008049,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",hydrogen,RAW MATERIALS,kg,-0.0225115099448208,intermediate,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",hydrogen,PRODUCT,kg,1.0,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.0587304235235047,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.0393122645436165,intermediate,0.0,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",methanol,PRODUCT,kg,1.0,intermediate,0.375,ecoinvent 3.10
"propylene, from potroleum refinery openration",n2o_emission,EMISSION,kg,1.6694484006195274e-05,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",n2o_emission,EMISSION,kg,6.951224113428927e-06,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",n2o_emission,EMISSION,kg,4.332583216654421e-06,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",n2o_emission,EMISSION,kg,6.795409440659434e-06,emission,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",n2o_emission,EMISSION,kg,1.1111111111111114e-07,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",n2o_emission,EMISSION,kg,2.907332189277562e-06,emission,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",n2o_emission,EMISSION,kg,1.9480269019089166e-06,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",n2o_emission,EMISSION,kg,3.002308521664396e-06,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",n2o_emission,EMISSION,kg,1.3607633380204084e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",n2o_emission,EMISSION,kg,6.632172061092838e-06,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",n2o_emission,EMISSION,kg,1.0500245863024082e-05,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",n2o_emission,EMISSION,kg,5.712239941457643e-06,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",n2o_emission,EMISSION,kg,2.708406017565056e-06,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",naphtha,RAW MATERIALS,kg,-0.7787260674327057,intermediate,0.84826,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",naphtha,RAW MATERIALS,kg,-0.7787260616549287,intermediate,0.84826,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",naphtha,RAW MATERIALS,kg,-0.7787261257947633,intermediate,0.84826,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",naphtha,PRODUCT,kg,1.0,intermediate,0.84826,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",naphtha,RAW MATERIALS,kg,-0.778726132891735,intermediate,0.84826,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",naphtha,RAW MATERIALS,kg,-0.7787261437576045,intermediate,0.84826,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",natural_gas,RAW MATERIALS,kg,-0.44532547441547554,raw_material,0.75,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",natural_gas,RAW MATERIALS,kg,-0.022685185185185187,raw_material,0.75,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",natural_gas,RAW MATERIALS,kg,-3.123153319005705,raw_material,0.75,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",natural_gas,RAW MATERIALS,kg,-0.6488906128374794,raw_material,0.75,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",natural_gas,RAW MATERIALS,kg,-0.9667783816771164,raw_material,0.75,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",natural_gas_liquids,RAW MATERIALS,kg,-0.0267687071401578,intermediate,0.82,ecoinvent 3.10
"butane, from natural gas liquids fractionation",natural_gas_liquids,RAW MATERIALS,kg,-0.975876024852698,intermediate,0.82,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",natural_gas_liquids,RAW MATERIALS,kg,-0.0267687069415468,intermediate,0.82,ecoinvent 3.10
"ethane, from natural gas liquids fractionation",natural_gas_liquids,RAW MATERIALS,kg,-1.0288663077701998,intermediate,0.82,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",natural_gas_liquids,RAW MATERIALS,kg,-0.0267687091463534,intermediate,0.82,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",natural_gas_liquids,PRODUCT,kg,1.0,intermediate,0.82,ecoinvent 3.10
"propane, from natural gas liquids fractionation",natural_gas_liquids,RAW MATERIALS,kg,-0.9939505595556982,intermediate,0.82,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",natural_gas_liquids,RAW MATERIALS,kg,-0.0267687093903118,intermediate,0.82,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",natural_gas_liquids,RAW MATERIALS,kg,-0.0267687097638261,intermediate,0.82,ecoinvent 3.10
"propylene, from potroleum refinery openration",nh3_emission_chemical,EMISSION,kg,5.512760047812447e-06,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",nh3_emission_chemical,EMISSION,kg,4.324734615271036e-07,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",nh3_emission_chemical,EMISSION,kg,2.2450946296396378e-07,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",nh3_emission_chemical,EMISSION,kg,3.047905683107184e-07,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",nh3_emission_chemical,EMISSION,kg,1.2862090037643884e-07,emission,0.0,ecoinvent 3.10
"propylene, from potroleum refinery openration",nmvoc_emission,EMISSION,kg,0.0002578601002386,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",nmvoc_emission,EMISSION,kg,1.4493125744755628e-05,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",nmvoc_emission,EMISSION,kg,1.1344712515248484e-05,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",nmvoc_emission,EMISSION,kg,0.0003941911483898,emission,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",nmvoc_emission,EMISSION,kg,0.000394191145465,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",nmvoc_emission,EMISSION,kg,0.0002539147540299,emission,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",nmvoc_emission,EMISSION,kg,0.0003941911779326,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",nmvoc_emission,EMISSION,kg,0.0002258142357797,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",nmvoc_emission,EMISSION,kg,0.0002409595918133,emission,0.0,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",nmvoc_emission,EMISSION,kg,8.839116632476492e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",nmvoc_emission,EMISSION,kg,2.0543676059107408e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",nmvoc_emission,EMISSION,kg,1.3697396795913997e-05,emission,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",nmvoc_emission,EMISSION,kg,0.0003941911815251,emission,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",nmvoc_emission,EMISSION,kg,0.0002213149617828,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",nmvoc_emission,EMISSION,kg,0.0002267385403428,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",nmvoc_emission,EMISSION,kg,1.3557384845492983e-05,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",nmvoc_emission,EMISSION,kg,9.894813168854476e-06,emission,0.0,ecoinvent 3.10
"propylene, from potroleum refinery openration",nox_emission_chemical,EMISSION,kg,0.0007628702555222,emission,0.0,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",nox_emission_chemical,EMISSION,kg,0.0006833226734889,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",nox_emission_chemical,EMISSION,kg,0.0002734148154261,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",nox_emission_chemical,EMISSION,kg,0.0001704149398404,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",nox_emission_chemical,EMISSION,kg,0.0004798202408141,emission,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",nox_emission_chemical,EMISSION,kg,0.0004798202372541,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",nox_emission_chemical,EMISSION,kg,0.0002388005006572,emission,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",nox_emission_chemical,EMISSION,kg,0.0004798202767745,emission,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",nox_emission_chemical,EMISSION,kg,2.5555555555555527e-05,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",nox_emission_chemical,EMISSION,kg,9.8942190703882e-05,emission,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",nox_emission_chemical,EMISSION,kg,0.0003490258362533,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",nox_emission_chemical,EMISSION,kg,0.0001073357123594,emission,0.0,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",nox_emission_chemical,EMISSION,kg,2.0256308949425264e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",nox_emission_chemical,EMISSION,kg,0.0005352335802045,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",nox_emission_chemical,EMISSION,kg,0.0002608654343806,emission,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",nox_emission_chemical,EMISSION,kg,0.0004798202811474,emission,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",nox_emission_chemical,EMISSION,kg,0.0002693906210025,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",nox_emission_chemical,EMISSION,kg,0.0003572740781681,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",nox_emission_chemical,EMISSION,kg,0.0002246814379421,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",nox_emission_chemical,EMISSION,kg,0.0001065306366817,emission,0.0,ecoinvent 3.10
"carbon monoxide, from carbon monoxide production",oxygen_liquid,RAW MATERIALS,kg,-1.142857143,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",p-xylene,PRODUCT,kg,1.0,intermediate,0.9056603773584906,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",p-xylene,PRODUCT,kg,1.0,intermediate,0.9056603773584906,ecoinvent 3.10
"propylene, from potroleum refinery openration",petroleum,RAW MATERIALS,kg,-1.170856374961072,raw_material,0.63,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",petroleum,RAW MATERIALS,kg,-1.0825660005786404,raw_material,0.63,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",petroleum,RAW MATERIALS,kg,-0.9805853825051132,raw_material,0.63,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",petroleum,RAW MATERIALS,kg,-1.0656073683289071,raw_material,0.63,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",petroleum,RAW MATERIALS,kg,-1.0510904317997674,raw_material,0.63,ecoinvent 3.10
"propylene, from potroleum refinery openration",pm25_emission_chemical,EMISSION,kg,6.664600997981687e-05,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",pm25_emission_chemical,EMISSION,kg,4.497677223629248e-05,emission,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",pm25_emission_chemical,EMISSION,kg,1.1111111111111114e-07,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",pm25_emission_chemical,EMISSION,kg,1.929926206236548e-05,emission,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",pm25_emission_chemical,EMISSION,kg,3.896053803817833e-06,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",pm25_emission_chemical,EMISSION,kg,1.615341834655731e-05,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",pm25_emission_chemical,EMISSION,kg,6.994826505463547e-05,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",propane,RAW MATERIALS,kg,-0.092473725678735,intermediate,0.828,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",propane,RAW MATERIALS,kg,-0.0924737249926239,intermediate,0.828,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",propane,RAW MATERIALS,kg,-0.0924737326092297,intermediate,0.828,ecoinvent 3.10
"propane, from natural gas liquids fractionation",propane,PRODUCT,kg,1.0,intermediate,0.828,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",propane,RAW MATERIALS,kg,-0.0924737334519951,intermediate,0.828,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",propane,RAW MATERIALS,kg,-0.0924737347423172,intermediate,0.828,ecoinvent 3.10
"propylene, from potroleum refinery openration",propylene,PRODUCT,kg,1.0,intermediate,0.85714,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",propylene,PRODUCT,kg,1.0,intermediate,0.85714,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",pyrolysis_gas,RAW MATERIALS,kg,-1.0742658268614966,intermediate,0.9075,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",pyrolysis_gas,RAW MATERIALS,kg,-1.1560694258689228,intermediate,0.9075,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",pyrolysis_gas,PRODUCT,kg,1.0,intermediate,0.9075,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",pyrolysis_gas,RAW MATERIALS,kg,-1.0726112047259178,intermediate,0.9075,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",reformate,RAW MATERIALS,kg,-1.0382080121377717,intermediate,0.92,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",reformate,RAW MATERIALS,kg,-1.0846206748739151,intermediate,0.92,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",reformate,PRODUCT,kg,1.0,intermediate,0.92,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",reformate,RAW MATERIALS,kg,-1.034557501720613,intermediate,0.92,ecoinvent 3.10
"propylene, from potroleum refinery openration",sox_emission_chemical,EMISSION,kg,0.0027664291295982,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",sox_emission_chemical,EMISSION,kg,0.0005701013156522,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",sox_emission_chemical,EMISSION,kg,0.0003553347365633,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",sox_emission_chemical,EMISSION,kg,1.4821563393597612e-05,emission,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",sox_emission_chemical,EMISSION,kg,1.4821563283628663e-05,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",sox_emission_chemical,EMISSION,kg,0.0010916604584945,emission,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",sox_emission_chemical,EMISSION,kg,1.4821564504407915e-05,emission,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",sox_emission_chemical,EMISSION,kg,6.111111111111116e-07,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",sox_emission_chemical,EMISSION,kg,0.0004727044630532,emission,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",sox_emission_chemical,EMISSION,kg,1.0718808311939016e-05,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",sox_emission_chemical,EMISSION,kg,0.0004813063727952,emission,0.0,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",sox_emission_chemical,EMISSION,kg,6.221580605894909e-08,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",sox_emission_chemical,EMISSION,kg,0.0011160235328884,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",sox_emission_chemical,EMISSION,kg,0.0005439344137954,emission,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",sox_emission_chemical,EMISSION,kg,1.4821564639485212e-05,emission,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",sox_emission_chemical,EMISSION,kg,8.321429208686977e-06,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",sox_emission_chemical,EMISSION,kg,0.0018363549531884,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",sox_emission_chemical,EMISSION,kg,0.0004684866223281,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",sox_emission_chemical,EMISSION,kg,0.000222128621802,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",toluene,PRODUCT,kg,1.0,intermediate,0.91304,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",toluene,PRODUCT,kg,1.0,intermediate,0.91304,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",water,RAW MATERIALS,kg,-0.7038223536936361,raw_material,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",water,RAW MATERIALS,kg,-0.0277044366678807,raw_material,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",water,RAW MATERIALS,kg,-2.1790319278805144,raw_material,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",water,RAW MATERIALS,kg,-2.1790319117131336,raw_material,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",water,RAW MATERIALS,kg,-2.179032091189273,raw_material,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",water,RAW MATERIALS,kg,-4.129838340105758,raw_material,0.0,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",water,RAW MATERIALS,kg,-0.3537266711574275,raw_material,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",water,RAW MATERIALS,kg,-0.0542338746427842,raw_material,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",water,RAW MATERIALS,kg,-0.0264337556525455,raw_material,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",water,RAW MATERIALS,kg,-2.179032111048024,raw_material,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",water,RAW MATERIALS,kg,-1.2233972523545706,raw_material,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",water,RAW MATERIALS,kg,-0.0227664059031161,raw_material,0.0,ecoinvent 3.10
"ammonia, from Haber-Bosch process",ammonia,PRODUCT,kg,1.0,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",electricity,UTILITIES,kWh,-0.5985245077866669,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",hydrogen,RAW MATERIALS,kg,-0.18059587016519593,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",nitrogen_liquid,RAW MATERIALS,kg,-0.837118096047279,intermediate,0.0,AB
"adipic_acid, from phenol via cyclohexanol",co_emission,EMISSION,kg,0.0004,emission,0.428,ihsmarkit
"adipic_acid, from phenol via cyclohexanol",nox_emission_chemical,EMISSION,kg,0.008,emission,0.0,ihsmarkit
"ammonia, from Haber-Bosch process",co_emission,EMISSION,kg,0.0001,emission,0.428,AB
"ammonia, from Haber-Bosch process",nh3_emission_chemical,EMISSION,kg,1e-05,emission,0.0,AB
"ammonia, from Haber-Bosch process",nox_emission_chemical,EMISSION,kg,0.001,emission,0.0,AB
"ethylbenzene, from benzene via liquid phase alkylation",nmvoc_emission,EMISSION,kg,0.0001,emission,0.0,ihsmarkit
"ethylene, from methanol-to-olefins",nmvoc_emission,EMISSION,kg,0.0006,emission,0.0,https://onlinelibrary.wiley.com/doi/10.1111/jiec.12583
"formaldehyde, from methanol",co_emission,EMISSION,kg,0.0002,emission,0.428,ihsmarkit
"formaldehyde, from methanol",nmvoc_emission,EMISSION,kg,0.0015,emission,0.0,ihsmarkit
"gpps, by continuous bulk polymerization",nmvoc_emission,EMISSION,kg,0.00011999999999999999,emission,0.0,ihsmarkit
"hdpe, by gas phase process",nmvoc_emission,EMISSION,kg,0.0023,emission,0.0,ihsmarkit
"hips, by continuous bulk polymerization",nmvoc_emission,EMISSION,kg,0.00011999999999999999,emission,0.0,ihsmarkit
"ldpe, by gas phase process",nmvoc_emission,EMISSION,kg,0.0024,emission,0.0,ihsmarkit
"nitric_acid, from ammonia",nox_emission_chemical,EMISSION,kg,0.01,emission,0.0,ecoinvent
"pp, by gas phase process",nmvoc_emission,EMISSION,kg,0.004,emission,0.0,ihsmarkit
"propylene, from methanol-to-olefins",nmvoc_emission,EMISSION,kg,0.0006,emission,0.0,https://onlinelibrary.wiley.com/doi/10.1111/jiec.12583
"propylene, from ethylene by dimerization and oct",nmvoc_emission,EMISSION,kg,0.0006,emission,0.0,ihsmarkit
"pvc, by suspension polymerization",nmvoc_emission,EMISSION,kg,9.6e-05,emission,0.0,ihsmarkit
"pvc, by suspension polymerization",pm25_emission_chemical,EMISSION,kg,5e-06,emission,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",nmvoc_emission,EMISSION,kg,0.001,emission,0.0,ihsmarkit
"vinyl_chloride, from ethylene by a balanced process",nmvoc_emission,EMISSION,kg,0.0025,emission,0.0,ihsmarkit
